Contract Number,Amount Vouchered,Amount Paid,Check/Item Date
50251,238.00,238.00,1/14/2014
50251,392.00,392.00,1/14/2014
46939,"7,743.39","7,743.39",1/14/2014
49804,"22,341.41","22,341.41",1/15/2014
49804,"5,585.35","5,585.35",1/15/2014
43457,"11,632.87","11,632.87",1/16/2014
45987,"15,985.18","15,985.18",1/16/2014
45987,"3,996.30","3,996.30",1/16/2014
49694,534.00,534.00,1/16/2014
49168,"20,416.67","20,416.67",1/16/2014
494928,492.00,492.00,1/16/2014
494928,328.00,328.00,1/16/2014
50236,"2,632.34","2,632.34",1/21/2014
43924,"2,289.17","2,289.17",1/16/2014
43924,"112,833.52","112,833.52",1/16/2014
49934,"13,665.00","13,665.00",1/16/2014
50297,"3,073.82","3,073.82",1/21/2014
50044,"15,024.36","15,024.36",1/21/2014
49884,"29,318.42","29,318.42",1/21/2014
49884,"114,391.00","114,391.00",1/21/2014
50130,"1,492.00","1,492.00",1/21/2014
50130,"1,212.95","1,212.95",1/21/2014
50130,"4,259.54","4,259.54",1/21/2014
50130,"2,192.97","2,192.97",1/21/2014
50366,"32,791.34","32,791.34",1/21/2014
50448,"13,000.00","13,000.00",1/21/2014
50304,"100,000.00","100,000.00",1/21/2014
50367,"4,000.00","4,000.00",1/21/2014
50391,"5,000.00","5,000.00",1/21/2014
50391,"10,679.45","10,679.45",1/21/2014
50387,"2,387.50","2,387.50",1/21/2014
37975,"5,208.34","5,208.34",1/17/2014
37975,"5,208.34","5,208.34",1/17/2014
50425,450.00,450.00,1/21/2014
50425,800.00,800.00,1/21/2014
50425,775.00,775.00,1/21/2014
50348,666.67,666.67,1/21/2014
50348,"2,525.42","2,525.42",1/21/2014
50348,"2,525.41","2,525.41",1/21/2014
47660,"2,500.00","2,500.00",1/17/2014
50207,"6,104.53","6,104.53",1/21/2014
50463,"2,600,000.00","2,600,000.00",1/17/2014
49408,"36,542.40","36,542.40",1/21/2014
49682,"9,427.41","9,427.41",1/21/2014
49682,472.59,472.59,1/21/2014
48830,"24,962.34","24,962.34",1/21/2014
48830,"6,240.58","6,240.58",1/21/2014
45987,902.08,902.08,1/22/2014
49170,"36,000.54","36,000.54",1/22/2014
49483,928.00,928.00,1/22/2014
45987,"2,827.50","2,827.50",1/22/2014
50376,"8,300.00","8,300.00",1/22/2014
50389,"4,900.00","4,900.00",1/22/2014
50394,"16,203.98","16,203.98",1/22/2014
50282,"8,482.33","8,482.33",1/22/2014
50418,"7,800.00","7,800.00",1/22/2014
50409,500.00,500.00,1/22/2014
45987,"3,608.33","3,608.33",1/22/2014
494881,"2,475.26","2,475.26",1/23/2014
50032,888.00,888.00,1/23/2014
49010,"5,045.00","5,045.00",1/23/2014
49756,"174,781.25","174,781.25",1/23/2014
49756,"91,738.96","91,738.96",1/23/2014
50248,"5,400.00","5,400.00",1/27/2014
50301,612.86,612.86,1/27/2014
49755,"16,375.84","16,375.84",1/27/2014
49755,"34,315.41","34,315.41",1/27/2014
49755,"10,533.00","10,533.00",1/27/2014
49755,151.59,151.59,1/27/2014
48128,"2,543.97","2,543.97",1/24/2014
48128,"2,736.50","2,736.50",1/24/2014
50455,"45,469.03","45,469.03",1/27/2014
50443,"4,425.00","4,425.00",1/27/2014
50485,"7,167.15","7,167.15",1/27/2014
50485,0.25,0.25,1/27/2014
50286,"5,171.67","5,171.67",1/27/2014
50079,"2,109.78","2,109.78",1/27/2014
50305,"2,045.36","2,045.36",1/27/2014
50305,"5,700.00","5,700.00",1/27/2014
50305,"1,000.00","1,000.00",1/27/2014
50305,"1,000.00","1,000.00",1/27/2014
50485,"14,302.46","14,302.46",1/27/2014
50485,"14,399.72","14,399.72",1/27/2014
50485,"14,805.21","14,805.21",1/27/2014
50485,"14,334.39","14,334.39",1/27/2014
50485,"14,302.46","14,302.46",1/27/2014
49958,937.54,937.54,1/27/2014
49958,937.54,937.54,1/27/2014
49958,937.54,937.54,1/27/2014
49958,937.52,937.52,1/27/2014
48886,"1,558.21","1,558.21",1/24/2014
50423,"5,587.00","5,587.00",1/27/2014
50423,"2,175.50","2,175.50",1/27/2014
50423,"2,700.00","2,700.00",1/27/2014
50423,"5,000.00","5,000.00",1/27/2014
50423,"1,187.50","1,187.50",1/27/2014
50166,"171,576.74","171,576.74",1/24/2014
495525,"1,605.45","1,605.45",1/24/2014
495525,"1,704.59","1,704.59",1/24/2014
50149,"30,121.99","30,121.99",1/27/2014
49807,800.00,800.00,1/27/2014
49187,"3,990.00","3,990.00",1/27/2014
49187,"3,990.00","3,990.00",1/27/2014
49187,"3,890.00","3,890.00",1/27/2014
48564,"25,852.00","25,852.00",1/27/2014
47465,"173,009.24","173,009.24",1/27/2014
50090,"138,199.80","138,199.80",1/27/2014
49448,"5,000.00","5,000.00",1/27/2014
49737,"4,099.31","4,099.31",1/27/2014
49737,"15,004.13","15,004.13",1/27/2014
49929,"99,252.84","99,252.84",1/27/2014
49170,"21,668.05","21,668.05",1/27/2014
49755,"9,703.41","9,703.41",1/27/2014
50251,476.00,476.00,1/28/2014
42011,"24,482.77","24,482.77",1/28/2014
495007,"4,687.50","4,687.50",1/28/2014
50392,"14,100.00","14,100.00",1/28/2014
48492,"6,250.00","6,250.00",1/28/2014
49470,"9,084.85","9,084.85",1/28/2014
49470,"49,563.05","49,563.05",1/28/2014
48785,442.31,442.31,1/28/2014
50324,"51,174.61","51,174.61",1/28/2014
50324,"42,163.53","42,163.53",1/28/2014
49545,"52,304.86","52,304.86",1/28/2014
50235,"10,531.69","10,531.69",1/29/2014
50476,"12,500.00","12,500.00",1/29/2014
50328,"12,500.00","12,500.00",1/29/2014
50328,"12,500.00","12,500.00",1/29/2014
50400,"12,360.46","12,360.46",1/29/2014
495007,"1,966.68","1,966.68",1/29/2014
50082,"13,295.45","13,295.45",1/29/2014
42275,"115,441.67","115,441.67",1/29/2014
49637,"4,174.64","4,174.64",1/29/2014
48834,"4,515.97","4,515.97",1/30/2014
48834,"14,358.26","14,358.26",1/30/2014
50247,"79,016.17","79,016.17",1/30/2014
48201,"3,028.48","3,028.48",1/29/2014
50199,"2,802.76","2,802.76",2/3/2014
49728,"9,876.00","9,876.00",1/30/2014
48201,"57,541.13","57,541.13",1/29/2014
50217,"2,500.00","2,500.00",1/30/2014
45987,"2,227.11","2,227.11",1/30/2014
45987,"8,908.45","8,908.45",1/30/2014
46464,800.31,800.31,1/30/2014
46464,"1,376.70","1,376.70",1/30/2014
50003,"1,625.66","1,625.66",2/3/2014
50320,"1,500.00","1,500.00",2/3/2014
50422,881.28,881.28,2/3/2014
50422,881.28,881.28,2/3/2014
50422,881.28,881.28,2/3/2014
50422,881.26,881.26,2/3/2014
50422,44.26,44.26,2/3/2014
50422,"4,118.72","4,118.72",2/3/2014
50390,"4,833.34","4,833.34",2/3/2014
50469,"5,000.00","5,000.00",2/3/2014
50321,"1,000.00","1,000.00",2/3/2014
49888,"3,047.33","3,047.33",2/3/2014
49888,"2,947.72","2,947.72",2/3/2014
49888,"3,013.74","3,013.74",2/3/2014
50347,878.14,878.14,2/3/2014
50419,"12,874.56","12,874.56",2/3/2014
49250,204.10,204.10,1/30/2014
49250,"1,257.40","1,257.40",1/30/2014
50522,"9,000.00","9,000.00",2/3/2014
50522,"5,000.00","5,000.00",2/3/2014
50377,"1,388.88","1,388.88",2/3/2014
50377,"1,388.88","1,388.88",2/3/2014
50377,"2,314.88","2,314.88",2/3/2014
50377,"2,314.88","2,314.88",2/3/2014
50394,"18,696.81","18,696.81",2/3/2014
49507,"20,001.06","20,001.06",2/3/2014
49507,"15,961.27","15,961.27",2/3/2014
49507,"42,519.62","42,519.62",2/3/2014
49507,"8,971.65","8,971.65",2/3/2014
49507,"11,057.93","11,057.93",2/3/2014
48768,"1,731.56","1,731.56",2/3/2014
49251,"3,075.00","3,075.00",2/3/2014
48972,"4,349.87","4,349.87",2/3/2014
495269,"2,133.94","2,133.94",2/3/2014
495269,"2,085.18","2,085.18",2/3/2014
48830,"24,157.27","24,157.27",2/3/2014
44835,"1,247.54","1,247.54",2/3/2014
48981,"30,290.70","30,290.70",2/3/2014
48981,"1,155.00","1,155.00",2/3/2014
48350,"3,536.00","3,536.00",2/3/2014
49483,"3,024.96","3,024.96",2/3/2014
44835,311.88,311.88,2/3/2014
49507,"11,728.11","11,728.11",2/3/2014
48201,"23,437.45","23,437.45",2/3/2014
48201,"1,233.55","1,233.55",2/3/2014
49228,"3,075.00","3,075.00",2/3/2014
48984,"1,493.38","1,493.38",2/3/2014
49731,"89,238.20","89,238.20",2/4/2014
49731,"1,820.00","1,820.00",2/4/2014
49756,"211,273.33","211,273.33",2/4/2014
46223,39.00,39.00,2/4/2014
49986,375.00,375.00,2/4/2014
49986,300.00,300.00,2/4/2014
49986,157.50,157.50,2/4/2014
48970,"13,056.33","13,056.33",2/5/2014
42275,33.75,33.75,2/5/2014
48211,"50,000.00","50,000.00",2/5/2014
49336,"82,192.77","82,192.77",2/5/2014
50153,"20,363.61","20,363.61",2/5/2014
495007,"5,637.54","5,637.54",2/5/2014
50476,"12,500.00","12,500.00",2/5/2014
50251,980.00,980.00,2/5/2014
42011,311.95,311.95,2/5/2014
42011,"7,179.00","7,179.00",2/5/2014
42011,183.20,183.20,2/5/2014
42011,831.83,831.83,2/5/2014
49804,"4,943.57","4,943.57",2/6/2014
49804,"19,774.27","19,774.27",2/6/2014
49638,631.37,631.37,2/6/2014
49638,"1,739.60","1,739.60",2/6/2014
50324,"2,218.27","2,218.27",2/6/2014
50324,"131,734.65","131,734.65",2/6/2014
50092,"1,304.36","1,304.36",2/6/2014
50092,"6,862.31","6,862.31",2/6/2014
50199,"2,831.17","2,831.17",2/12/2014
50450,"5,000.00","5,000.00",2/12/2014
50347,799.02,799.02,2/12/2014
50099,"1,424.75","1,424.75",2/12/2014
50099,849.50,849.50,2/12/2014
50302,"5,000.00","5,000.00",2/12/2014
50315,"5,313.10","5,313.10",2/12/2014
50309,858.00,858.00,2/12/2014
50309,286.00,286.00,2/12/2014
50309,393.25,393.25,2/12/2014
50309,962.75,962.75,2/12/2014
50490,"98,353.50","98,353.50",2/13/2014
43457,"16,751.77","16,751.77",2/10/2014
49483,"13,750.40","13,750.40",2/10/2014
50409,500.00,500.00,2/10/2014
48683,"2,775.58","2,775.58",2/10/2014
48683,775.00,775.00,2/10/2014
49737,"8,209.76","8,209.76",2/10/2014
49737,"1,919.98","1,919.98",2/10/2014
50168,"22,595.71","22,595.71",2/11/2014
50168,"24,845.50","24,845.50",2/11/2014
50168,"6,891.71","6,891.71",2/11/2014
50532,"15,000.00","15,000.00",2/12/2014
49053,"6,875.00","6,875.00",2/11/2014
49053,"3,437.50","3,437.50",2/11/2014
49168,"20,416.67","20,416.67",2/11/2014
494952,"3,535.00","3,535.00",2/12/2014
49153,"15,901.96","15,901.96",2/12/2014
50417,"12,342.31","12,342.31",2/14/2014
50419,"1,549.97","1,549.97",2/14/2014
50341,"1,471.36","1,471.36",2/14/2014
50288,"2,252.89","2,252.89",2/14/2014
50129,"6,392.14","6,392.14",2/14/2014
50129,"3,864.06","3,864.06",2/14/2014
50517,"2,000.00","2,000.00",2/14/2014
50517,"2,852.40","2,852.40",2/14/2014
50408,"10,338.55","10,338.55",2/14/2014
50419,"13,822.47","13,822.47",2/14/2014
50452,"350,000.00","350,000.00",2/12/2014
50386,"3,000.00","3,000.00",2/14/2014
50386,"8,000.00","8,000.00",2/14/2014
50386,143.89,143.89,2/14/2014
50474,"3,000.00","3,000.00",2/14/2014
50474,"6,000.00","6,000.00",2/14/2014
50113,783.00,783.00,2/12/2014
50474,429.86,429.86,2/14/2014
50517,"4,774.62","4,774.62",2/14/2014
50113,783.00,783.00,2/12/2014
50517,"4,071.22","4,071.22",2/14/2014
50517,"6,780.18","6,780.18",2/14/2014
48201,"2,729.12","2,729.12",2/12/2014
50191,"3,319.82","3,319.82",2/14/2014
48201,"51,853.17","51,853.17",2/12/2014
48201,"5,085.37","5,085.37",2/12/2014
48201,267.66,267.66,2/12/2014
50406,"49,623.22","49,623.22",2/12/2014
50406,"2,227.20","2,227.20",2/12/2014
48966,"2,099.16","2,099.16",2/13/2014
48966,"39,884.20","39,884.20",2/13/2014
48966,359.14,359.14,2/13/2014
50111,"4,587.83","4,587.83",2/13/2014
50115,646.63,646.63,2/13/2014
50115,"1,422.58","1,422.58",2/13/2014
50291,"297,404.84","297,404.84",2/13/2014
50291,"258,596.01","258,596.01",2/13/2014
50291,"5,398.93","5,398.93",2/13/2014
50291,"241,403.99","241,403.99",2/13/2014
50417,"8,574.19","8,574.19",2/18/2014
50417,"5,886.02","5,886.02",2/18/2014
50446,867.99,867.99,2/18/2014
50301,"1,194.48","1,194.48",2/18/2014
50341,"2,444.00","2,444.00",2/18/2014
49575,"3,310.42","3,310.42",2/18/2014
49575,"5,279.42","5,279.42",2/18/2014
49575,"1,897.66","1,897.66",2/18/2014
50286,"5,065.81","5,065.81",2/18/2014
50291,"297,196.23","297,196.23",2/14/2014
49756,"25,031.68","25,031.68",2/14/2014
49694,"1,148.00","1,148.00",2/14/2014
49366,"5,500.00","5,500.00",2/14/2014
42011,950.25,950.25,2/14/2014
42011,91.60,91.60,2/14/2014
42011,140.00,140.00,2/14/2014
42011,948.00,948.00,2/14/2014
50088,"1,800.00","1,800.00",2/14/2014
50282,"7,482.17","7,482.17",2/17/2014
50328,"12,500.00","12,500.00",2/17/2014
45987,"1,309.46","1,309.46",2/17/2014
45987,"6,894.32","6,894.32",2/17/2014
45987,"27,577.30","27,577.30",2/17/2014
45987,"5,237.84","5,237.84",2/17/2014
495269,903.23,903.23,2/18/2014
49448,"5,000.00","5,000.00",2/19/2014
50461,"15,000.00","15,000.00",2/21/2014
48830,"6,039.32","6,039.32",2/20/2014
50111,"4,563.98","4,563.98",2/20/2014
50034,"2,305.00","2,305.00",2/20/2014
50381,"1,233.00","1,233.00",2/20/2014
50111,"83,921.82","83,921.82",2/20/2014
50111,756.03,756.03,2/20/2014
50392,"14,150.00","14,150.00",2/20/2014
50376,"7,800.00","7,800.00",2/20/2014
50418,"2,350.00","2,350.00",2/20/2014
46939,"2,448.64","2,448.64",2/20/2014
46939,612.16,612.16,2/20/2014
44835,486.01,486.01,2/20/2014
44835,121.50,121.50,2/20/2014
50443,"5,137.50","5,137.50",2/26/2014
50489,"3,000.00","3,000.00",2/26/2014
50489,"4,000.00","4,000.00",2/26/2014
50366,"28,033.52","28,033.52",2/26/2014
50490,"17,172.50","17,172.50",2/26/2014
50482,"1,500.00","1,500.00",2/26/2014
50448,"4,333.34","4,333.34",2/26/2014
37975,"5,208.34","5,208.34",2/21/2014
50335,"2,095.00","2,095.00",2/21/2014
49366,"7,131.25","7,131.25",2/21/2014
48831,900.00,900.00,2/21/2014
48831,"1,002.50","1,002.50",2/21/2014
50377,"1,388.88","1,388.88",2/21/2014
50377,"2,314.88","2,314.88",2/21/2014
50377,"2,314.88","2,314.88",2/21/2014
50339,"3,649.06","3,649.06",2/21/2014
50339,"2,999.06","2,999.06",2/21/2014
50339,"3,299.06","3,299.06",2/21/2014
50339,"2,799.06","2,799.06",2/21/2014
50339,"3,099.06","3,099.06",2/21/2014
50339,"2,899.06","2,899.06",2/21/2014
50339,"3,049.06","3,049.06",2/21/2014
50442,"10,551.74","10,551.74",2/25/2014
50514,"5,424.00","5,424.00",2/25/2014
50514,"5,000.00","5,000.00",2/25/2014
48970,"203,025.44","203,025.44",2/24/2014
48970,"461,182.83","461,182.83",2/24/2014
42275,"27,812.40","27,812.40",2/24/2014
50455,"4,530.97","4,530.97",2/26/2014
50370,"2,500.00","2,500.00",2/26/2014
50370,"2,500.00","2,500.00",2/26/2014
50347,"1,322.83","1,322.83",2/26/2014
50384,"1,000.00","1,000.00",2/26/2014
50384,"8,040.34","8,040.34",2/26/2014
50384,"9,040.34","9,040.34",2/26/2014
50384,"9,249.76","9,249.76",2/26/2014
50384,"9,000.00","9,000.00",2/26/2014
50384,40.34,40.34,2/26/2014
50206,"1,790.34","1,790.34",2/26/2014
50367,"4,000.00","4,000.00",2/26/2014
49884,"53,200.00","53,200.00",2/26/2014
49884,"34,283.81","34,283.81",2/26/2014
46223,474.00,474.00,2/25/2014
49483,"1,482.00","1,482.00",2/25/2014
49187,"1,473.50","1,473.50",2/25/2014
49187,"1,526.50","1,526.50",2/25/2014
50113,370.00,370.00,2/25/2014
49807,175.00,175.00,3/13/2014
49807,35.00,35.00,3/13/2014
49807,140.00,140.00,3/13/2014
49807,70.00,70.00,3/13/2014
49807,35.00,35.00,3/13/2014
49807,35.00,35.00,3/13/2014
49807,170.00,170.00,3/13/2014
49807,80.00,80.00,3/13/2014
49807,85.00,85.00,3/13/2014
49807,100.00,100.00,3/13/2014
49807,175.00,175.00,3/13/2014
49807,135.00,135.00,3/13/2014
49807,135.00,135.00,3/13/2014
49807,190.00,190.00,3/13/2014
49807,70.00,70.00,3/13/2014
49807,60.00,60.00,3/13/2014
49807,60.00,60.00,3/13/2014
49807,205.00,205.00,3/13/2014
49807,70.00,70.00,3/13/2014
49807,210.00,210.00,3/13/2014
49807,30.00,30.00,3/13/2014
49807,100.00,100.00,3/13/2014
49807,70.00,70.00,3/13/2014
49807,35.00,35.00,3/13/2014
49408,"12,357.71","12,357.71",2/25/2014
49408,"110,277.69","110,277.69",2/25/2014
50090,"152,443.53","152,443.53",2/25/2014
46939,"3,403.44","3,403.44",2/25/2014
48329,"1,476.34","1,476.34",2/25/2014
46939,"13,613.76","13,613.76",2/25/2014
48329,"5,905.34","5,905.34",2/25/2014
49637,"3,725.69","3,725.69",2/26/2014
49010,"5,500.00","5,500.00",2/26/2014
48600,"47,851.21","47,851.21",2/27/2014
50387,"2,962.50","2,962.50",3/3/2014
50387,"1,757.52","1,757.52",3/3/2014
50348,"9,474.58","9,474.58",3/3/2014
50348,"12,402.42","12,402.42",3/3/2014
50036,"11,544.09","11,544.09",3/3/2014
50115,"24,839.25","24,839.25",2/28/2014
50115,"35,984.51","35,984.51",2/28/2014
49434,"11,153.00","11,153.00",2/28/2014
49434,"3,120.00","3,120.00",2/28/2014
495007,"1,966.68","1,966.68",2/28/2014
46939,"3,885.42","3,885.42",2/28/2014
48830,"30,545.13","30,545.13",2/28/2014
48830,"7,636.28","7,636.28",2/28/2014
46939,971.36,971.36,2/28/2014
49986,693.75,693.75,3/3/2014
48683,"2,771.12","2,771.12",3/3/2014
50141,"25,000.00","25,000.00",3/5/2014
50141,"25,000.00","25,000.00",3/5/2014
50251,984.00,984.00,3/3/2014
50424,"24,900.00","24,900.00",3/3/2014
50205,"33,466.30","33,466.30",3/4/2014
50442,"14,299.55","14,299.55",3/4/2014
49473,"44,455.23","44,455.23",3/3/2014
50345,"15,743.81","15,743.81",3/4/2014
50208,"11,433.54","11,433.54",3/4/2014
50388,"3,758.00","3,758.00",3/4/2014
50485,"10,971.67","10,971.67",3/4/2014
48972,"3,555.62","3,555.62",3/3/2014
48972,794.25,794.25,3/3/2014
48984,"1,104.41","1,104.41",3/4/2014
49638,110.17,110.17,3/4/2014
50092,"15,189.40","15,189.40",3/4/2014
49336,"40,528.56","40,528.56",3/4/2014
50247,"24,389.25","24,389.25",3/4/2014
42275,"105,900.00","105,900.00",3/4/2014
48970,"461,182.83","461,182.83",3/4/2014
50389,"2,500.00","2,500.00",3/4/2014
50394,"15,404.99","15,404.99",3/4/2014
45753,982.81,982.81,3/5/2014
50476,"25,000.00","25,000.00",3/5/2014
47794,"36,545.00","36,545.00",3/5/2014
49170,544.00,544.00,3/5/2014
48607,"1,008.97","1,008.97",3/5/2014
48607,80.80,80.80,3/5/2014
48201,395.49,395.49,3/5/2014
48201,"7,514.25","7,514.25",3/5/2014
48201,"3,595.00","3,595.00",3/5/2014
48201,"68,304.83","68,304.83",3/5/2014
49448,"9,959.61","9,959.61",3/6/2014
43457,"24,320.55","24,320.55",3/6/2014
43924,"54,674.09","54,674.09",3/6/2014
49638,"5,214.07","5,214.07",3/6/2014
49552,"4,736.85","4,736.85",3/7/2014
49544,"5,145.74","5,145.74",3/7/2014
49544,"49,575.06","49,575.06",3/7/2014
49483,"5,123.50","5,123.50",3/7/2014
49366,150.00,150.00,3/7/2014
48970,"156,822.77","156,822.77",3/7/2014
48970,"11,414.94","11,414.94",3/7/2014
42011,376.27,376.27,3/7/2014
42011,195.42,195.42,3/7/2014
42011,"12,402.71","12,402.71",3/7/2014
42011,"1,404.03","1,404.03",3/7/2014
42011,"2,893.78","2,893.78",3/7/2014
42011,"6,869.57","6,869.57",3/7/2014
42011,183.20,183.20,3/7/2014
42011,668.14,668.14,3/7/2014
50342,"68,150.00","68,150.00",3/6/2014
50342,"89,021.00","89,021.00",3/6/2014
50342,"15,000.00","15,000.00",3/6/2014
50342,"20,829.00","20,829.00",3/6/2014
50342,"3,000.00","3,000.00",3/6/2014
50342,"165,000.00","165,000.00",3/6/2014
50342,"1,612.32","1,612.32",3/6/2014
50342,"2,000.00","2,000.00",3/6/2014
49804,"15,727.15","15,727.15",3/10/2014
50199,"3,028.47","3,028.47",3/12/2014
50417,"20,149.07","20,149.07",3/12/2014
50423,"2,025.00","2,025.00",3/12/2014
50391,"3,919.86","3,919.86",3/12/2014
50420,"10,000.00","10,000.00",3/12/2014
50420,"10,187.50","10,187.50",3/12/2014
50196,"2,727.91","2,727.91",3/12/2014
50543,"2,000.00","2,000.00",3/12/2014
50543,"15,000.00","15,000.00",3/12/2014
50344,"2,000.00","2,000.00",3/12/2014
50341,"1,515.18","1,515.18",3/12/2014
50301,665.40,665.40,3/12/2014
49804,"3,931.79","3,931.79",3/10/2014
49228,"3,075.00","3,075.00",3/11/2014
49827,"223,974.89","223,974.89",3/11/2014
47868,627.64,627.64,3/11/2014
47868,"8,889.99","8,889.99",3/11/2014
49809,"38,741.17","38,741.17",3/11/2014
49544,"10,909.59","10,909.59",3/12/2014
49544,"2,268.36","2,268.36",3/12/2014
50400,"12,360.46","12,360.46",3/12/2014
50400,"12,360.46","12,360.46",3/12/2014
49694,"1,202.00","1,202.00",3/12/2014
48492,"7,210.00","7,210.00",3/13/2014
48492,585.00,585.00,3/13/2014
49807,120.00,120.00,3/13/2014
49807,35.00,35.00,3/13/2014
49807,140.00,140.00,3/13/2014
49807,150.00,150.00,3/13/2014
49807,360.00,360.00,3/13/2014
49807,190.00,190.00,3/13/2014
49807,110.00,110.00,3/13/2014
49807,545.00,545.00,3/13/2014
49807,30.00,30.00,3/13/2014
49807,30.00,30.00,3/13/2014
49807,195.00,195.00,3/13/2014
49807,270.00,270.00,3/13/2014
49807,320.00,320.00,3/13/2014
49807,30.00,30.00,3/13/2014
49807,370.00,370.00,3/13/2014
49807,460.00,460.00,3/13/2014
49807,195.00,195.00,3/13/2014
49807,290.00,290.00,3/13/2014
49756,"47,008.70","47,008.70",3/13/2014
49756,"94,243.98","94,243.98",3/13/2014
49168,"20,416.67","20,416.67",3/13/2014
50392,"6,200.00","6,200.00",3/13/2014
50282,"7,238.52","7,238.52",3/13/2014
48607,"10,183.81","10,183.81",3/13/2014
48607,"25,225.23","25,225.23",3/13/2014
50126,965.72,965.72,3/17/2014
50437,"4,502.49","4,502.49",3/17/2014
50517,"4,616.76","4,616.76",3/17/2014
50421,"8,000.00","8,000.00",3/17/2014
50421,"45,000.00","45,000.00",3/17/2014
50188,"2,200.00","2,200.00",3/17/2014
50442,"25,888.58","25,888.58",3/17/2014
50111,507.11,507.11,3/14/2014
50496,"163,696.04","163,696.04",3/17/2014
50111,"9,408.65","9,408.65",3/17/2014
49448,"5,000.00","5,000.00",3/17/2014
49448,"1,000.00","1,000.00",3/17/2014
49448,"1,669.06","1,669.06",3/17/2014
495040,"7,399.10","7,399.10",3/17/2014
49552,"1,637.50","1,637.50",3/18/2014
50496,"35,900.70","35,900.70",3/18/2014
49968,450.00,450.00,3/18/2014
49545,"44,310.52","44,310.52",3/18/2014
49737,"2,953.81","2,953.81",3/18/2014
50111,"21,070.93","21,070.93",3/19/2014
50111,"10,285.24","10,285.24",3/19/2014
48329,644.97,644.97,3/19/2014
48329,"5,495.30","5,495.30",3/19/2014
49737,"4,854.11","4,854.11",3/19/2014
48606,"9,029.07","9,029.07",3/19/2014
48606,"1,070.58","1,070.58",3/19/2014
48606,654.83,654.83,3/19/2014
48606,"4,625.60","4,625.60",3/19/2014
49660,920.20,920.20,3/19/2014
50496,"2,127.50","2,127.50",3/19/2014
49544,"1,496.25","1,496.25",3/19/2014
50418,"4,300.00","4,300.00",3/19/2014
42011,950.49,950.49,3/19/2014
42011,91.60,91.60,3/19/2014
42011,140.00,140.00,3/19/2014
42011,948.00,948.00,3/19/2014
42011,"12,384.04","12,384.04",3/19/2014
42011,195.42,195.42,3/19/2014
50391,"3,919.86","3,919.86",3/24/2014
50419,"11,445.26","11,445.26",3/24/2014
50235,"7,549.15","7,549.15",3/24/2014
50235,"6,789.81","6,789.81",3/24/2014
50245,"10,845.73","10,845.73",3/24/2014
